55328201,0.02067000,13128.60000000,271.36816200,1685577642862,True,True
55328202,0.02066000,2923.30000000,60.39537800,1685577644613,True,True
55328203,0.02066000,2173.90000000,44.91277400,1685577644613,True,True
55328204,0.02066000,711.50000000,14.69959000,1685577644613,True,True
55328205,0.02066000,2054.50000000,42.44597000,1685577644613,True,True
55328206,0.02066000,2420.10000000,49.99926600,1685577644613,True,True
55328207,0.02066000,2420.10000000,49.99926600,1685577644613,True,True
55328208,0.02066000,2420.10000000,49.99926600,1685577644613,True,True
55328209,0.02065000,511.20000000,10.55628000,1685577660930,True,True
55328210,0.02064000,1921.30000000,39.65563200,1685577676276,True,True
55328211,0.02065000,2175.00000000,44.91375000,1685577713580,False,True
55328212,0.02066000,2177.00000000,44.97682000,1685577782631,False,True
55328213,0.02064000,4934.20000000,101.84188800,1685577864815,True,True
55328214,0.02065000,633.10000000,13.07351500,1685577906534,False,True
55328215,0.02064000,2422.50000000,50.00040000,1685577967212,True,True
55328216,0.02064000,2422.50000000,50.00040000,1685577967212,True,True
55328217,0.02064000,2422.50000000,50.00040000,1685577967212,True,True
55328218,0.02064000,29062.70000000,599.85412800,1685577967212,True,True
55328219,0.02063000,2178.00000000,44.93214000,1685577967239,True,True
55328220,0.02063000,14541.90000000,299.99939700,1685577967239,True,True
55328221,0.02063000,8807.60000000,181.70078800,1685577967239,True,True
55328222,0.02063000,16156.00000000,333.29828000,1685577967239,True,True
55328223,0.02063000,5836.80000000,120.41318400,1685577967239,True,True
55328224,0.02063000,1859.20000000,38.35529600,1685577967239,True,True
55328225,0.02063000,2125.80000000,43.85525400,1685577967239,True,True
55328226,0.02063000,11521.90000000,237.69679700,1685577967264,True,True
55328227,0.02062000,1213.60000000,25.02443200,1685577987261,True,True
55328228,0.02062000,6320.70000000,130.33283400,1685577987391,False,True
55328229,0.02062000,12022.70000000,247.90807400,1685577987391,False,True
55328230,0.02062000,18672.80000000,385.03313600,1685577987391,False,True
55328231,0.02062000,2999.80000000,61.85587600,1685577987391,False,True
55328232,0.02062000,8433.70000000,173.90289400,1685577987410,False,True
55328233,0.02061000,793.50000000,16.35403500,1685578024226,True,True
55328234,0.02061000,8807.60000000,181.52463600,1685578024226,True,True
55328235,0.02061000,4670.90000000,96.26724900,1685578024226,True,True
55328236,0.02061000,2179.20000000,44.91331200,1685578094163,False,True
55328237,0.02061000,14406.10000000,296.90972100,1685578094163,False,True
55328238,0.02062000,8807.60000000,181.61271200,1685578094163,False,True
55328239,0.02062000,6320.70000000,130.33283400,1685578094163,False,True
55328240,0.02062000,6320.70000000,130.33283400,1685578094163,False,True
55328241,0.02062000,2252.10000000,46.43830200,1685578094163,False,True
55328242,0.02062000,6274.10000000,129.37194200,1685578103329,False,True
55328243,0.02062000,2118.20000000,43.67728400,1685578118612,False,True
55328244,0.02062000,2172.20000000,44.79076400,1685578118612,False,True
55328245,0.02062000,14698.00000000,303.07276000,1685578118612,False,True
55328246,0.02062000,743.70000000,15.33509400,1685578118612,False,True
55328247,0.02062000,8807.60000000,181.61271200,1685578118612,False,True
55328248,0.02062000,13040.30000000,268.89098600,1685578118612,False,True
55328249,0.02062000,15482.40000000,319.24708800,1685578118612,False,True
55328250,0.02062000,14234.70000000,293.51951400,1685578118612,False,True
55328251,0.02063000,8807.60000000,181.70078800,1685578118612,False,True
55328252,0.02063000,10980.60000000,226.52977800,1685578118612,False,True
55328253,0.02063000,23266.90000000,479.99614700,1685578118612,False,True
55328254,0.02063000,24329.90000000,501.92583700,1685578118612,False,True
55328255,0.02064000,11317.90000000,233.60145600,1685578118612,False,True
55328256,0.02062000,1100.00000000,22.68200000,1685578139967,True,True
55328257,0.02063000,2179.20000000,44.95689600,1685578171498,False,True
55328258,0.02063000,640.20000000,13.20732600,1685578171498,False,True
55328259,0.02064000,39.30000000,0.81115200,1685578171498,False,True
55328260,0.02064000,700.60000000,14.46038400,1685578171498,False,True
55328261,0.02064000,963.80000000,19.89283200,1685578218962,False,True
55328262,0.02064000,1215.40000000,25.08585600,1685578218963,False,True
55328263,0.02065000,1211.60000000,25.01954000,1685578252068,False,True
55328264,0.02065000,581.30000000,12.00384500,1685578252068,False,True
55328265,0.02065000,5620.10000000,116.05506500,1685578252068,False,True
55328266,0.02066000,1650.40000000,34.09726400,1685578252068,False,True
55328267,0.02066000,1209.90000000,24.99653400,1685578252068,False,True
55328268,0.02066000,4552.70000000,94.05878200,1685578252068,False,True
55328269,0.02066000,5776.30000000,119.33835800,1685578252071,False,True
55328270,0.02066000,425.10000000,8.78256600,1685578252071,False,True
55328271,0.02066000,6201.40000000,128.12092400,1685578252071,False,True
55328272,0.02066000,2181.10000000,45.06152600,1685578252072,False,True
55328273,0.02066000,4020.30000000,83.05939800,1685578252072,False,True
55328274,0.02066000,5667.30000000,117.08641800,1685578252744,False,True
55328275,0.02066000,653.40000000,13.49924400,1685578252744,False,True
55328276,0.02066000,6320.70000000,130.58566200,1685578252748,False,True
55328277,0.02066000,1795.70000000,37.09916200,1685578253002,True,True
55328278,0.02067000,2177.00000000,44.99859000,1685578254498,True,True
55328279,0.02067000,1179.40000000,24.37819800,1685578254498,True,True
55328280,0.02068000,9687.60000000,200.33956800,1685578254967,False,True
55328281,0.02068000,14506.70000000,299.99855600,1685578254967,False,True
55328282,0.02068000,135.60000000,2.80420800,1685578254967,False,True
55328283,0.02068000,5849.00000000,120.95732000,1685578255236,False,True
55328284,0.02068000,3393.00000000,70.16724000,1685578256289,False,True
55328285,0.02069000,1193.10000000,24.68523900,1685578265031,False,True
55328286,0.02070000,793.50000000,16.42545000,1685578267484,False,True
55328287,0.02071000,492.20000000,10.19346200,1685578271196,False,True
55328288,0.02072000,511.20000000,10.59206400,1685578272108,False,True
55328289,0.02072000,1741.80000000,36.09009600,1685578272108,False,True
55328290,0.02073000,8807.60000000,182.58154800,1685578272165,False,True
55328291,0.02073000,16078.10000000,333.29901300,1685578272165,False,True
55328292,0.02073000,13034.70000000,270.20933100,1685578272165,False,True
55328293,0.02073000,2100.00000000,43.53300000,1685578272326,True,True
55328294,0.02073000,7004.10000000,145.19499300,1685578273794,True,True
55328295,0.02073000,6610.30000000,137.03151900,1685578273794,True,True
55328296,0.02073000,1285.70000000,26.65256100,1685578273862,True,True
55328297,0.02073000,1193.10000000,24.73296300,1685578274807,True,True
55328298,0.02074000,2173.90000000,45.08668600,1685578277392,True,True
