timestamp,price,qty,UNIX_time,is_buyer_maker
1970-01-01 00:00:16.881,0.02103,10000.0,16881,
2023-07-01 00:00:11.321,0.02003,10000.0,1688169611321,False
2023-07-01 00:00:11.324,0.02003,0.2,1688169611324,False
2023-07-01 00:00:11.324,0.02003,4347.2,1688169611324,False
2023-07-01 00:00:11.324,0.02003,4347.2,1688169611324,False
2023-07-01 00:00:11.324,0.02003,2585.3,1688169611324,False
2023-07-01 00:00:11.324,0.02003,4347.2,1688169611324,False
2023-07-01 00:00:11.324,0.02003,8962.5,1688169611324,False
2023-07-01 00:00:11.324,0.02003,4347.2,1688169611324,False
2023-07-01 00:00:11.324,0.02003,2853.4,1688169611324,False
2023-07-01 00:00:11.327,0.02003,1493.8,1688169611327,False
2023-07-01 00:00:11.327,0.02003,2853.2,1688169611327,False
2023-07-01 00:00:11.372,0.02003,1494.0,1688169611372,False
2023-07-01 00:00:11.372,0.02003,4115.8,1688169611372,False
2023-07-01 00:00:11.375,0.02003,231.4,1688169611375,False
2023-07-01 00:00:11.375,0.02003,868.6,1688169611375,False
2023-07-01 00:00:11.380,0.02003,3478.6,1688169611380,False
2023-07-01 00:00:11.380,0.02003,0.4,1688169611380,False
2023-07-01 00:00:11.384,0.02003,4346.8,1688169611384,False
2023-07-01 00:00:11.384,0.02003,0.2,1688169611384,False
2023-07-01 00:00:11.653,0.02003,4346.0,1688169611653,False
2023-07-01 00:00:12.429,0.02003,0.1,1688169612429,False
2023-07-01 00:00:13.173,0.02005,9938.7,1688169613173,False
2023-07-01 00:00:13.173,0.02005,2500.0,1688169613173,False
2023-07-01 00:00:17.657,0.02005,18.2,1688169617657,True
2023-07-01 00:00:17.657,0.02005,14431.1,1688169617657,True
2023-07-01 00:00:20.107,0.02004,18560.8,1688169620107,True
2023-07-01 00:00:20.107,0.02004,17505.8,1688169620107,True
2023-07-01 00:00:20.126,0.02004,15581.9,1688169620126,True
2023-07-01 00:00:20.644,0.02004,9335.0,1688169620644,False
2023-07-01 00:00:20.728,0.02004,8502.3,1688169620728,False
2023-07-01 00:00:20.733,0.02004,1125.2,1688169620733,False
2023-07-01 00:00:20.738,0.02004,7737.5,1688169620738,True
2023-07-01 00:00:22.656,0.02004,4346.9,1688169622656,False
2023-07-01 00:00:22.656,0.02004,65.0,1688169622656,False
2023-07-01 00:00:22.656,0.02004,4346.9,1688169622656,False
2023-07-01 00:00:22.662,0.02004,4281.9,1688169622662,False
2023-07-01 00:00:22.863,0.02004,4346.9,1688169622863,False
2023-07-01 00:00:22.863,0.02004,65.0,1688169622863,False
2023-07-01 00:00:22.863,0.02004,4346.9,1688169622863,False
