Date,AAPL,AMZN,BLV,BTC-USD,F,GXC,SPEU,VTV,VUG,^GSPC,^RUT
2010-08-02,7.853155136108398,6.003499984741211,41.880714416503906,,6.768685817718506,53.26383590698242,19.517166137695312,32.988433837890625,45.582611083984375,1125.8599853515625,661.8599853515625
2010-08-03,7.855551242828369,6.120999813079834,41.95707702636719,,6.640100479125977,53.1840934753418,19.434707641601562,32.81904983520508,45.35205841064453,1120.4599609375,655.6599731445312
2010-08-04,7.887044429779053,6.379000186920166,41.783935546875,,6.742969989776611,53.24933624267578,19.493602752685547,33.02909851074219,45.75338363647461,1127.239990234375,662.9600219726562
2010-08-05,7.848656177520752,6.391499996185303,41.99782943725586,,6.676104545593262,53.1840934753418,19.41704750061035,32.99522399902344,45.66799545288086,1125.81005859375,655.0700073242188
2010-08-06,7.80037260055542,6.415999889373779,42.27278518676758,,6.706967353820801,53.05364227294922,19.54072380065918,32.83259963989258,45.5484504699707,1121.6400146484375,650.6799926757812
2010-08-09,7.850155353546143,6.441500186920166,42.23712921142578,,6.71211051940918,53.4088020324707,19.587833404541016,33.022315979003906,45.79609298706055,1127.7900390625,659.52001953125
2010-08-10,7.779977798461914,6.5,42.32878875732422,,6.64524507522583,52.459327697753906,19.2874813079834,32.83938980102539,45.46304702758789,1121.06005859375,646.3599853515625
2010-08-11,7.5034589767456055,6.29449987411499,42.57318115234375,,6.382933139801025,50.988040924072266,18.58076286315918,31.904388427734375,44.2504768371582,1089.469970703125,620.3900146484375
2010-08-12,7.551445007324219,6.328000068664551,42.501888275146484,,6.310926914215088,50.770606994628906,18.539539337158203,31.80955696105957,43.9089241027832,1083.6099853515625,616.97998046875
2010-08-13,7.470770835876465,6.234499931335449,42.990718841552734,,6.249204635620117,51.147491455078125,18.56898307800293,31.707923889160156,43.71250534057617,1079.25,609.489990234375
2010-08-16,7.426981449127197,6.303500175476074,43.69340133666992,,6.16691255569458,51.538856506347656,18.574874877929688,31.674057006835938,43.746673583984375,1079.3800048828125,615.0999755859375
2010-08-17,7.556843280792236,6.442999839782715,43.566123962402344,,6.254350662231445,52.00271224975586,18.845783233642578,32.0399055480957,44.38711166381836,1092.5400390625,626.2999877929688
2010-08-18,7.589831829071045,6.482500076293945,43.63230895996094,,6.2749223709106445,51.799781799316406,18.775110244750977,32.08056640625,44.48105239868164,1094.1600341796875,628.0399780273438
2010-08-19,7.494160175323486,6.378499984741211,44.085487365722656,,6.115478992462158,51.538856506347656,18.28040885925293,31.49789810180664,43.797916412353516,1075.6300048828125,610.9600219726562
2010-08-20,7.486964702606201,6.388000011444092,43.96329116821289,,6.053759574890137,51.691070556640625,18.28040885925293,31.328519821166992,43.68689727783203,1071.68994140625,610.780029296875
2010-08-23,7.371799468994141,6.329999923706055,44.0040168762207,,5.971463680267334,51.082252502441406,18.43352699279785,31.260759353637695,43.439239501953125,1067.3599853515625,602.6699829101562
2010-08-24,7.1957526206970215,6.226500034332275,44.51826858520508,,5.781156539916992,50.538673400878906,17.8445987701416,30.861024856567383,42.721946716308594,1051.8699951171875,595.5900268554688
2010-08-25,7.284522533416748,6.34250020980835,44.299339294433594,,5.8223066329956055,50.36473083496094,17.950611114501953,30.942325592041016,42.90129089355469,1055.3299560546875,604.8699951171875
2010-08-26,7.206246376037598,6.243000030517578,44.58958435058594,,5.745154857635498,50.00959014892578,17.897605895996094,30.73908042907715,42.55116653442383,1047.219970703125,599.760009765625
2010-08-27,7.246436595916748,6.331999778747559,43.642520904541016,,5.945746898651123,50.857574462890625,18.068397521972656,31.267549514770508,43.21723175048828,1064.5899658203125,616.760009765625
2010-08-30,7.272826194763184,6.189499855041504,44.182247161865234,,5.837734699249268,50.371978759765625,17.962377548217773,30.800046920776367,42.628021240234375,1048.9200439453125,601.719970703125
2010-08-31,7.2908220291137695,6.241499900817871,44.57431411743164,,5.806875228881836,50.4082145690918,17.974166870117188,30.881357192993164,42.53409194946289,1049.3299560546875,602.0599975585938
2010-09-01,7.507656097412109,6.624499797821045,43.90790557861328,,5.971463680267334,51.74180221557617,18.716215133666992,31.789226531982422,43.75520706176758,1080.2900390625,624.989990234375
2010-09-02,7.562841892242432,6.760499954223633,43.493988037109375,,6.022898197174072,52.017208099365234,18.7574405670166,32.0534553527832,44.23341369628906,1090.0999755859375,632.260009765625
2010-09-03,7.7607831954956055,6.939499855041504,43.13115310668945,,6.208057880401611,52.32887268066406,18.998903274536133,32.466758728027344,44.86531066894531,1104.510009765625,643.3599853515625
2010-09-07,7.731990337371826,6.861000061035156,43.810821533203125,,6.069188594818115,51.96648025512695,18.65732192993164,32.0399055480957,44.4639778137207,1091.8399658203125,629.2899780273438
2010-09-08,7.885242938995361,6.956999778747559,43.5910758972168,,6.069188594818115,52.379600524902344,18.881126403808594,32.2431755065918,44.711605072021484,1098.8699951171875,634.25
2010-09-09,7.889739513397217,7.019000053405762,42.998287200927734,,6.04347038269043,52.55354309082031,18.969459533691406,32.49385452270508,44.822608947753906,1104.1800537109375,634.6199951171875
2010-09-10,7.899942874908447,7.122000217437744,42.92161560058594,,6.064045429229736,52.51005554199219,19.01657485961914,32.629356384277344,45.05317306518555,1109.550048828125,636.4600219726562
2010-09-13,8.008808135986328,7.253499984741211,43.05958938598633,,6.16691255569458,53.8219108581543,19.322818756103516,33.008758544921875,45.57408142089844,1121.9000244140625,652.280029296875
2010-09-14,8.03940200805664,7.287499904632568,43.38668441772461,,6.161767959594727,54.09730911254883,19.558387756347656,32.947784423828125,45.63383865356445,1121.0999755859375,649.22998046875
2010-09-15,8.104180335998535,7.272500038146973,42.967647552490234,,6.105190277099609,53.82917022705078,19.593725204467773,33.01553726196289,45.86439895629883,1125.0699462890625,652.510009765625
2010-09-16,8.294622421264648,7.406499862670898,42.61501693725586,,6.39836311340332,53.51749801635742,19.534833908081055,32.941009521484375,45.932716369628906,1124.6600341796875,647.8099975585938
2010-09-17,8.258635520935059,7.415999889373779,42.71208190917969,,6.424080848693848,53.74943923950195,19.232805252075195,32.92068862915039,46.03519058227539,1125.5899658203125,651.4400024414062
2010-09-20,8.494364738464355,7.565000057220459,42.87562561035156,,6.465226650238037,54.54666519165039,19.72338104248047,33.442386627197266,46.73540115356445,1142.7099609375,669.97998046875
2010-09-21,8.510555267333984,7.536499977111816,43.315128326416016,,6.454939842224121,54.48870849609375,19.800212860107422,33.3475227355957,46.66710662841797,1139.780029296875,664.6599731445312
2010-09-22,8.629922866821289,7.5914998054504395,43.575767517089844,,6.3675055503845215,54.37273406982422,19.581525802612305,33.12394714355469,46.53047180175781,1134.280029296875,656.7100219726562
2010-09-23,8.665011405944824,7.642499923706055,43.65241622924805,,6.331499099731445,54.18428421020508,19.510602951049805,32.75130844116211,46.308441162109375,1124.8299560546875,648.8400268554688
2010-09-24,8.766980171203613,8.036499977111816,43.28956604003906,,6.460085868835449,55.26420974731445,19.947978973388672,33.40411376953125,47.29672622680664,1148.6700439453125,671.010009765625
2010-09-27,8.732193946838379,7.968500137329102,43.805702209472656,,6.418935298919678,55.16273880004883,19.894784927368164,33.226768493652344,47.14244079589844,1142.1600341796875,668.2899780273438
2010-09-28,8.603226661682129,7.985000133514404,44.015254974365234,,6.439510822296143,55.10475158691406,19.847503662109375,33.397274017333984,47.33099365234375,1147.699951171875,675.4299926757812
2010-09-29,8.618526458740234,7.94950008392334,43.98969268798828,,6.3417863845825195,55.40190505981445,19.847503662109375,33.267677307128906,47.27958679199219,1144.72998046875,677.6400146484375
2010-09-30,8.509957313537598,7.853000164031982,43.923240661621094,,6.295495986938477,55.256954193115234,20.03662872314453,33.219947814941406,47.116722106933594,1141.199951171875,676.1400146484375
2010-10-01,8.473066329956055,7.685500144958496,43.62779235839844,,6.305784225463867,55.72807693481445,19.88887596130371,33.431396484375,47.228153228759766,1146.239990234375,679.2899780273438
2010-10-04,8.35670280456543,7.769499778747559,43.8637580871582,,6.604101181030273,55.83677291870117,19.652454376220703,33.20629119873047,46.80815887451172,1137.030029296875,669.4500122070312
2010-10-05,8.66561222076416,8.043499946594238,43.73552703857422,,6.6915364265441895,56.98917770385742,20.302610397338867,33.867977142333984,47.751007080078125,1160.75,689.3499755859375
2010-10-06,8.67310619354248,7.769999980926514,44.20744323730469,,6.809834957122803,56.894962310791016,20.30852699279785,33.90206527709961,47.63958740234375,1159.969970703125,685.3300170898438
2010-10-07,8.674007415771484,7.813499927520752,44.03303909301758,,6.850980281829834,56.431114196777344,20.391271591186523,33.874778747558594,47.59670639038086,1158.06005859375,684.22998046875
2010-10-08,8.819464683532715,7.777500152587891,43.79191207885742,,7.025855541229248,57.05441665649414,20.373538970947266,34.01802444458008,47.9738655090332,1165.1500244140625,693.8200073242188
2010-10-11,8.858153343200684,7.651500225067139,43.87913513183594,,7.0875749588012695,57.33707809448242,20.36172103881836,34.045318603515625,48.00814437866211,1165.3199462890625,693.47998046875
2010-10-12,8.953527450561523,7.823999881744385,43.663673400878906,,7.0875749588012695,57.18484878540039,20.373538970947266,34.174922943115234,48.16242218017578,1169.77001953125,696.0399780273438
2010-10-13,9.001510620117188,7.758500099182129,43.58674621582031,,7.015570163726807,58.51846694946289,20.704517364501953,34.3522834777832,48.63385772705078,1178.0999755859375,706.469970703125
2010-10-14,9.066593170166016,7.776500225067139,43.06863784790039,,7.154440879821777,58.51122283935547,20.72816276550293,34.174922943115234,48.56527328491211,1173.81005859375,704.6900024414062
2010-10-15,9.439383506774902,8.232000350952148,42.627498626708984,,7.097864627838135,58.80112075805664,20.710430145263672,33.99075698852539,48.968135833740234,1176.18994140625,703.1599731445312
2010-10-18,9.537154197692871,8.178000450134277,43.02762985229492,,7.139010429382324,59.504146575927734,20.799091339111328,34.32499313354492,49.088134765625,1184.7099609375,710.1300048828125
2010-10-19,9.281928062438965,7.933499813079834,43.14560317993164,,6.850980281829834,57.64870834350586,20.255327224731445,33.82022476196289,48.34242248535156,1165.9000244140625,694.1500244140625
2010-10-20,9.313117027282715,7.933499813079834,43.22768783569336,,7.015570163726807,58.35176467895508,20.61587142944336,34.18173599243164,48.81386184692383,1178.1700439453125,702.1099853515625
2010-10-21,9.282830238342285,8.248499870300293,42.960914611816406,,7.103006362915039,58.50396728515625,20.769535064697266,34.18173599243164,48.99385452270508,1180.260009765625,698.1199951171875
2010-10-22,9.221345901489258,8.456500053405762,43.06352615356445,,7.175015926361084,58.163307189941406,20.686792373657227,34.188560485839844,49.20814514160156,1183.0799560546875,703.4299926757812
2010-10-25,9.262435913085938,8.449999809265137,43.31999588012695,,7.277882099151611,59.14175796508789,20.69269561767578,34.24996566772461,49.422420501708984,1185.6199951171875,707.8900146484375
2010-10-26,9.238741874694824,8.4975004196167,42.801910400390625,,7.385892391204834,58.98955535888672,20.52720832824707,34.195396423339844,49.49955368041992,1185.6400146484375,706.9299926757812
2010-10-27,9.232145309448242,8.375499725341797,42.56082534790039,,7.319027423858643,57.67047119140625,20.34989356994629,34.09988784790039,49.45670700073242,1182.449951171875,704.22998046875
2010-10-28,9.15446662902832,8.342000007629395,42.64290237426758,,7.313888072967529,57.7574462890625,20.639501571655273,34.134010314941406,49.473846435546875,1183.780029296875,701.030029296875
2010-10-29,9.026704788208008,8.261500358581543,42.85322952270508,,7.267595291137695,57.9313850402832,20.592220306396484,34.12716293334961,49.5595588684082,1183.260009765625,703.3499755859375
2010-11-01,9.122674942016602,8.128999710083008,42.83930206298828,,7.319027423858643,58.453224182128906,20.598127365112305,34.08624267578125,49.63671112060547,1184.3800048828125,698.5599975585938
2010-11-02,9.278031349182129,8.230500221252441,43.23590850830078,,7.421895980834961,59.32295608520508,20.875934600830078,34.318180084228516,50.150978088378906,1193.5699462890625,712.8900146484375
2010-11-03,9.381199836730957,8.423500061035156,42.71052932739258,,7.807650089263916,60.42462921142578,20.858198165893555,34.44777297973633,50.305267333984375,1197.9599609375,715.1400146484375
2010-11-04,9.545248985290527,8.446499824523926,43.122589111328125,,8.157400131225586,61.417572021484375,21.4315128326416,35.17764663696289,51.153839111328125,1221.06005859375,733.4600219726562
2010-11-05,9.51105785369873,8.53849983215332,42.55601119995117,,8.337417602539062,61.308841705322266,21.401960372924805,35.38912582397461,51.26525115966797,1225.8499755859375,736.5900268554688
2010-11-08,9.555747985839844,8.599499702453613,42.60237503051758,,8.440282821655273,61.468292236328125,21.224645614624023,35.279991149902344,51.26525115966797,1223.25,736.77001953125
2010-11-09,9.479568481445312,8.513500213623047,41.96882629394531,,8.265412330627441,60.46086502075195,20.82273292541504,34.95256042480469,50.93954849243164,1213.4000244140625,725.97998046875
