1688169604,30474.10000,0.01880000
1688169604,30474.80000,0.00010342
1688169604,30476.50000,0.01499658
1688169656,30483.50000,0.00061416
1688170008,30479.00000,0.00032782
1688170088,30479.00000,0.00073683
1688170088,30489.90000,0.00837419
1688170121,30486.80000,0.00031208
1688170121,30486.90000,0.00231174
1688170134,30484.90000,0.00853429
1688170134,30484.90000,0.01643774
1688170190,30489.90000,0.00030750
1688170190,30490.00000,0.00166070
1688170208,30490.00000,0.00163988
1688170244,30489.90000,0.00019198
1688170275,30490.00000,3.67900000
1688170351,30490.00000,0.00071006
1688170351,30499.30000,0.00184210
1688170369,30499.20000,0.00715512
1688170423,30483.80000,0.00164021
1688170441,30453.30000,0.05000000
1688170468,30453.20000,0.00010000
1688170468,30435.30000,0.00409269
1688170505,30449.70000,0.00015124
1688170505,30452.30000,0.00146055
1688170651,30466.50000,0.00585103
1688170660,30473.20000,0.00161000
1688170662,30478.10000,0.00065630
1688170685,30476.00000,0.05000000
1688170685,30476.00000,0.13750000
1688170685,30476.10000,0.27860595
1688170685,30476.30000,0.00119507
1688170685,30476.60000,0.34836348
1688170688,30474.60000,0.10000000
1688170688,30474.70000,0.09575950
1688170690,30475.10000,0.10000000
1688170690,30475.10000,0.13750000
1688170690,30475.70000,0.18726970
1688170692,30474.00000,0.10000000
1688170692,30474.10000,0.82055737
1688170692,30475.10000,0.10000000
1688170692,30476.40000,0.02502963
1688170836,30481.00000,0.10000000
1688170836,30481.10000,0.05000000
1688170935,30470.90000,0.00032475
1688170935,30470.80000,0.82059681
1688170935,30470.70000,0.02695345
1688170949,30476.70000,0.00103742
1688170964,30480.70000,0.00045502
1688171087,30491.80000,0.01167538
1688171108,30493.20000,0.00024989
1688171108,30493.50000,0.04913233
1688171325,30515.60000,0.00010000
1688171325,30516.00000,0.00024412
1688171325,30516.10000,0.02420000
1688171325,30523.50000,0.00332913
1688171325,30524.20000,0.05000000
1688171325,30525.70000,0.01310667
1688171325,30526.20000,0.00466009
1688171325,30526.20000,0.00435999
1688171346,30527.40000,0.00024970
1688171346,30527.50000,0.00138816
1688171348,30526.90000,0.00024870
1688171348,30527.00000,0.00124962
1688171570,30525.10000,0.00010780
1688171712,30520.20000,0.00288329
1688171733,30497.70000,0.00049676
1688171733,30494.30000,0.00150568
1688172306,30530.20000,0.01084825
1688172317,30530.20000,0.08602200
1688172317,30530.20000,0.00312975
1688172364,30485.10000,0.00018470
1688172443,30485.10000,0.00303048
1688172443,30474.00000,0.00049680
1688172443,30472.50000,0.00068222
1688172570,30489.20000,0.00359000
1688172693,30487.70000,0.00114949
1688172792,30482.30000,0.25000000
1688172798,30484.50000,0.00096570
1688173091,30468.40000,0.00040851
1688173091,30468.40000,0.01014283
1688173358,30476.80000,0.00029764
1688173358,30477.70000,0.00145784
1688173365,30476.80000,0.10000000
1688173365,30476.70000,0.82046129
1688173365,30475.00000,0.10000000
1688173365,30474.90000,0.13750000
1688173365,30473.10000,0.10000000
1688173365,30473.00000,0.05000000
1688173365,30472.90000,0.82056254
1688173365,30472.50000,0.10000000
1688173365,30471.40000,0.05429074
1688173365,30471.00000,0.10000000
1688173365,30470.90000,0.05000000
1688173365,30470.00000,0.10000000
1688173365,30469.00000,0.11794429
1688173509,30450.10000,0.00014962
1688173509,30450.00000,0.00109038
1688173598,30455.80000,0.00032835
1688173616,30450.10000,0.00003235
1688173676,30450.00000,0.00556115
1688173882,30463.10000,0.00140711
1688173989,30472.90000,0.00017965
1688174008,30471.30000,0.00032915
1688174035,30478.50000,0.00309222
1688174273,30422.90000,0.00122146
1688174328,30433.30000,0.00013223
1688174328,30433.20000,0.02380765
1688174376,30435.30000,0.00024017
1688174418,30440.20000,0.00011085
1688174418,30440.20000,0.00982109
1688174419,30440.30000,0.07767042
1688174446,30435.70000,0.01813827
1688174600,30422.90000,0.00844794
1688174608,30417.00000,0.00157857
1688174625,30415.00000,0.00010304
1688174754,30422.60000,0.00046708
1688174950,30414.00000,0.00035244
1688174950,30413.90000,0.00010000
1688174950,30413.90000,0.00184756
1688175007,30414.00000,0.00121188
1688175008,30414.00000,0.00657595
1688175008,30414.00000,0.00328798
1688175170,30417.00000,0.00032347
1688175195,30417.00000,0.11377776
1688175258,30432.50000,0.00321000
1688175377,30432.60000,0.04532345
1688175386,30432.60000,0.01641662
1688175453,30432.60000,0.00333402
1688175455,30432.60000,0.04758480
1688175487,30462.10000,0.05000000
1688175487,30463.40000,0.06568368
1688175674,30465.70000,0.00755900
1688175734,30465.00000,0.00024139
1688175734,30465.10000,0.00547361
1688175862,30457.20000,0.00027004
1688175862,30457.10000,0.00877949
1688175895,30453.10000,0.12486000
1688175955,30454.30000,0.00023694
1688175955,30454.80000,0.00015709
1688176135,30457.00000,0.00239286
1688176198,30455.50000,0.04700000
1688176256,30455.50000,0.13750000
1688176256,30455.50000,0.13750000
1688176256,30455.50000,0.03400000
1688176256,30455.50000,0.00020055
1688176256,30455.50000,0.04469185
1688176511,30455.40000,0.00020000
1688176569,30455.40000,0.00020000
1688176595,30455.40000,0.01576075
1688176726,30455.40000,0.00046000
1688176803,30455.50000,0.00328348
1688176804,30455.50000,0.00164173
1688177025,30455.40000,0.00010559
1688177068,30455.40000,0.01610855
1688177072,30450.70000,0.00181204
1688177461,30466.00000,0.00200224
1688177525,30456.00000,0.82116005
1688177525,30454.20000,0.16418582
1688177525,30453.00000,0.00042412
1688177525,30452.90000,0.13750000
1688177525,30452.60000,0.05000000
1688177525,30452.20000,0.05232155
1688177525,30451.90000,0.72167453
1688177685,30458.00000,0.00891200
1688177767,30464.20000,0.00075444
1688178151,30467.10000,0.01940444
1688178210,30467.60000,0.00323385
1688178312,30472.90000,0.00028314
1688178431,30481.30000,0.00073973
1688178432,30481.40000,0.00288329
1688178432,30484.50000,0.01142143
1688178432,30484.50000,0.00287308
1688178524,30501.20000,0.00480209
1688178527,30501.00000,0.00163925
1688178651,30499.30000,0.00065640
1688178926,30479.10000,0.00065617
1688179027,30485.50000,0.13750000
1688179027,30485.90000,0.05000000
1688179027,30486.00000,0.30000000
1688179027,30486.10000,0.05403519
1688179028,30482.10000,0.00029652
1688179109,30477.00000,0.00048166
1688179109,30476.90000,0.05855834
1688179210,30493.50000,0.00032798
1688179210,30493.40000,0.00159202
1688179277,30485.80000,0.00078147
1688179459,30473.20000,0.00056024
1688179459,30473.10000,0.00027277
1688179572,30469.80000,0.24897505
1688179630,30440.00000,0.00111794
1688179668,30440.40000,0.00037301
1688179668,30440.20000,0.00155936
1688179668,30439.80000,0.09100763
1688179689,30435.10000,0.00866355
1688179753,30434.10000,0.00500417
1688179971,30429.20000,0.00028706
1688179971,30429.10000,0.00312900
1688180113,30427.30000,0.00565700
1688180173,30420.20000,0.02096600
1688180233,30420.10000,0.01906000
1688180277,30420.00000,0.00010000
1688180277,30415.00000,0.00034677
1688180277,30414.90000,0.00053605
1688180293,30418.90000,0.01143600
1688180359,30419.60000,0.00016475
1688180443,30429.90000,0.00030040
1688180443,30430.00000,0.00269959
1688180580,30423.70000,0.00611622
1688180658,30422.30000,0.01168487
1688180668,30416.60000,0.00240725
1688180730,30444.60000,0.00033333
1688180914,30430.40000,0.00039459
1688180914,30430.50000,0.01231263
1688181050,30425.70000,0.00036952
1688181050,30425.80000,0.00543550
1688181316,30419.30000,0.09588918
1688181938,30410.60000,0.00042000
1688181938,30405.30000,0.00010000
1688181938,30405.00000,0.00042122
1688181938,30404.90000,0.01550041
1688182058,30404.50000,0.00462432
1688182129,30406.50000,0.00048288
1688182129,30406.40000,0.04784880
1688182129,30405.30000,0.11627128
1688182138,30405.90000,0.00048290
1688182138,30405.80000,0.00331710
1688182274,30408.10000,0.00756900
1688182275,30408.10000,0.00657722
1688182275,30408.10000,0.00328861
1688182799,30402.00000,0.01141372
1688183625,30401.90000,0.00036269
1688183625,30401.90000,0.00020991
1688183625,30400.00000,0.01124457
1688183649,30400.10000,0.00049341
1688183695,30400.00000,0.03305504
1688183947,30400.50000,0.00010224
1688184237,30410.60000,0.00197167
1688184430,30410.80000,0.00012317
1688184450,30410.70000,0.00435000
1688184473,30410.80000,0.00053323
1688184473,30410.80000,0.00571455
1688184563,30414.90000,0.00049319
