Date,AAPL,F,PFE,WMT
2018-01-02,40.34188461303711,8.263116836547852,24.229598999023438,28.9144229888916
2018-01-03,40.33485794067383,8.328384399414062,24.40912628173828,29.16663932800293
2018-01-04,40.522212982177734,8.471978187561035,24.462316513061523,29.19302749633789
2018-01-05,40.98356628417969,8.615571975708008,24.508865356445312,29.366073608398438
2018-01-08,40.83134841918945,8.582937240600586,24.236255645751953,29.800113677978516
2018-01-09,40.82666778564453,8.537248611450195,24.209644317626953,29.442317962646484
2018-01-10,40.817291259765625,8.504611015319824,24.24954605102539,29.23115348815918
2018-01-11,41.04914093017578,8.589463233947754,24.30938720703125,29.333812713623047
2018-01-12,41.47303771972656,8.635151863098145,24.29608917236328,29.58309555053711
2018-01-16,41.262264251708984,8.550300598144531,24.335987091064453,29.530303955078125
2018-01-17,41.94376754760742,7.949823379516602,24.721635818481445,30.119796752929688
2018-01-18,41.98123550415039,7.87802791595459,24.595300674438477,30.58904457092285
2018-01-19,41.79387283325195,7.832337856292725,24.562055587768555,30.674095153808594
2018-01-22,41.45195388793945,7.845392227172852,24.5554141998291,30.926319122314453
2018-01-23,41.4613151550293,7.8062310218811035,24.48227310180664,31.05828857421875
2018-01-24,40.8009033203125,7.86497163772583,24.5554141998291,31.026023864746094
2018-01-25,40.072574615478516,7.551678657531738,24.754886627197266,31.263582229614258
2018-01-26,40.16624069213867,7.603895664215088,25.938444137573242,31.788555145263672
2018-01-29,39.334869384765625,7.436702251434326,25.945091247558594,32.12875747680664
2018-01-30,39.1030158996582,7.396575927734375,25.13388442993164,31.594985961914062
2018-01-31,39.21073913574219,7.336385250091553,24.628551483154297,31.263582229614258
2018-02-01,39.29270935058594,7.30294942855835,24.71578598022461,30.946834564208984
2018-02-02,37.587799072265625,7.162508010864258,24.56814956665039,30.641836166381836
2018-02-05,36.64868927001953,6.848186016082764,23.266265869140625,29.354337692260742
2018-02-06,38.180294036865234,7.195944309234619,23.675617218017578,29.591890335083008
2018-02-07,37.362972259521484,7.195944309234619,23.474294662475586,30.163785934448242
2018-02-08,36.33486557006836,6.975252628326416,22.568342208862305,29.333812713623047
2018-02-09,36.779293060302734,7.04212760925293,22.92401695251465,29.14317512512207
2018-02-12,38.26072311401367,7.155821323394775,23.259557723999023,29.19597053527832
2018-02-13,38.64400100708008,7.08225679397583,23.447452545166016,29.61534881591797
2018-02-14,39.356502532958984,7.182571887969971,23.615222930908203,29.826519012451172
2018-02-15,40.67802047729492,7.195944309234619,23.964191436767578,30.275232315063477
2018-02-16,40.546356201171875,7.095632076263428,24.33327865600586,30.729816436767578
2018-02-20,40.409950256347656,7.109005928039551,24.165508270263672,27.600528717041016
2018-02-21,40.22654724121094,7.088942527770996,23.997739791870117,26.840932846069336
2018-02-22,40.56280517578125,7.109005928039551,23.984317779541016,27.20752716064453
2018-02-23,41.26823806762695,7.155821323394775,24.33327865600586,27.24272346496582
2018-02-26,42.08420944213867,7.282885551452637,24.890277862548828,27.3101806640625
2018-02-27,41.94782638549805,7.095632076263428,24.69565773010254,26.840932846069336
2018-02-28,41.88433074951172,7.095632076263428,24.36683464050293,26.3980770111084
2018-03-01,41.150665283203125,6.881625175476074,23.910493850708008,26.12532615661621
2018-03-02,41.4351921081543,6.955188274383545,24.125242233276367,26.03441619873047
2018-03-05,41.578636169433594,7.075565814971924,24.239330291748047,26.3892822265625
2018-03-06,41.54336166381836,7.109005928039551,24.078266143798828,26.119464874267578
2018-03-07,41.1577262878418,7.109005928039551,24.1118221282959,25.73233985900879
2018-03-08,41.60685729980469,7.095632076263428,24.49433708190918,25.938854217529297
2018-03-09,42.32170104980469,7.175884246826172,24.6755313873291,26.174880981445312
2018-03-12,42.73085403442383,7.229384899139404,24.56814956665039,25.983108520507812
2018-03-13,42.319358825683594,7.209320545196533,24.662099838256836,26.05096435546875
2018-03-14,41.95957946777344,7.3698248863220215,24.393680572509766,25.865100860595703
2018-03-15,42.00895309448242,7.403264999389648,24.54802703857422,25.81789779663086
2018-03-16,41.86082077026367,7.456766128540039,24.682241439819336,26.30763816833496
2018-03-19,41.221214294433594,7.363138198852539,24.380258560180664,25.800193786621094
2018-03-20,41.20710754394531,7.3497633934021,24.380258560180664,25.947711944580078
2018-03-21,40.27357482910156,7.423327922821045,24.339988708496094,26.015562057495117
2018-03-22,39.70452880859375,7.189257621765137,23.890365600585938,25.708736419677734
2018-03-23,38.785091400146484,7.062191963195801,23.145469665527344,25.2012882232666
2018-03-26,40.626285552978516,7.242760181427002,23.51456642150879,25.81494903564453
2018-03-27,39.5845947265625,7.242760181427002,23.494430541992188,25.387149810791016
2018-03-28,39.147212982177734,7.262821674346924,23.68904685974121,25.894603729248047
2018-03-29,39.452903747558594,7.409951686859131,23.816543579101562,26.248632431030273
2018-04-02,39.19425964355469,7.262821674346924,23.521272659301758,25.239635467529297
2018-04-03,39.59635925292969,7.456766128540039,23.944055557250977,25.608417510986328
2018-04-04,40.353519439697266,7.577144622802734,24.24603843688965,25.73233985900879
2018-04-05,40.63334274291992,7.590519428253174,23.977602005004883,25.906402587890625
2018-04-06,39.593997955322266,7.476828575134277,23.601804733276367,25.575969696044922
